Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,78.720001,79.470001,73.639999,74.680000,67.926445,146048800
2014-02-01,74.190002,75.989998,72.269997,74.699997,67.944633,140708800
2014-03-01,74.489998,77.529999,73.830002,76.430000,69.518188,143316900
2014-04-01,76.760002,79.989998,76.290001,79.709999,72.969307,133598600
2014-05-01,79.730003,79.760002,75.239998,76.769997,70.277946,121597900
2014-06-01,76.580002,77.760002,74.669998,75.070000,69.147179,125875700
2014-07-01,75.269997,77.570000,73.540001,73.580002,67.774704,120165500
2014-08-01,73.320000,76.199997,72.769997,75.500000,69.543236,114715100
2014-09-01,75.419998,77.730003,75.410004,76.470001,70.900734,120321400
2014-10-01,76.510002,79.370003,72.610001,76.269997,70.715309,177386600
2014-11-01,76.349998,88.089996,75.589996,87.540001,81.164520,159253200
2014-12-01,86.720001,87.440002,82.650002,85.879997,79.625412,138945800
2015-01-01,86.269997,90.970001,84.900002,84.980003,79.231148,158719000
2015-02-01,84.790001,88.000000,82.550003,83.930000,78.252182,138540500
2015-03-01,83.930000,84.000000,80.540001,82.250000,76.685829,142533000
2015-04-01,82.279999,82.279999,77.550003,78.050003,73.207039,143685100
2015-05-01,78.199997,79.940002,74.150002,74.269997,69.661591,151125700
2015-06-01,74.690002,75.199997,70.779999,70.930000,66.948715,176540400
2015-07-01,71.599998,74.139999,70.360001,71.980003,67.939766,150395100
2015-08-01,71.839996,73.690002,61.500000,64.730003,61.096718,227329300
2015-09-01,63.799999,67.010002,62.919998,64.839996,61.618427,190814000
2015-10-01,64.760002,67.949997,57.160000,57.240002,54.396038,347009500
2015-11-01,57.290001,61.470001,56.299999,58.840000,55.916542,224629400
2015-12-01,59.130001,61.869999,58.320000,61.299999,58.254314,226952900
2016-01-01,60.500000,66.529999,60.200001,66.360001,63.591133,264594300
2016-02-01,65.910004,68.199997,62.349998,66.339996,63.571968,263102700
2016-03-01,66.650002,69.190002,64.879997,68.489998,65.632256,203107900
2016-04-01,68.019997,70.080002,66.360001,66.870003,64.554237,141246800
2016-05-01,66.620003,71.379997,62.720001,70.779999,68.328827,232912500
2016-06-01,70.500000,73.190002,70.150002,73.019997,71.007370,185908700
2016-07-01,73.129997,74.349998,72.419998,72.970001,70.958755,137723500
2016-08-01,72.809998,75.190002,70.889999,71.440002,69.470932,212460000
2016-09-01,71.570000,73.190002,70.300003,72.120003,70.612274,176983900
2016-10-01,71.830002,72.570000,67.070000,70.019997,68.556175,170716200
2016-11-01,69.980003,72.089996,68.120003,70.430000,68.957611,210331700
2016-12-01,70.250000,72.480003,68.830002,69.120003,67.674995,162519000
2017-01-01,69.239998,69.629997,65.279999,66.739998,65.812431,181828000
2017-02-01,66.459999,72.800003,66.040001,70.930000,69.944191,207967400
2017-03-01,70.970001,72.559998,69.330002,72.080002,71.078217,191103100
2017-04-01,72.080002,75.769997,71.379997,75.180000,74.680237,127527200
2017-05-01,75.089996,79.440002,74.959999,78.599998,78.077499,182331600
2017-06-01,78.639999,80.470001,73.290001,75.680000,75.680000,247423200
